1,800
1,800
2,000
1,500
1,700
2,000
1,700
1,700
1,800
1,500
1,500
1,500
1,500
1,500
1,200
1,200
1,000
1,500
6,000
2,000
1,000
900
1,500
1,500
2,900
2,900
1,200
1,200
1,000
1,500
1,000
2,000
1,800
1,500
1,500
1,500
700
1,800
1,500
1,800
2,000
1,500
1,200
3,800
2,500
2,500
7,500
7,500
1,500
1,200
2,900
1,200
1,500
3,500
1,200
2,000
6,000
1,200
2,000
1,000
350
2,000
1,700
1,200
800
1,000
2,000
1,500
1,500
2,500
7,500
3,000
3,000
1,500
300
2,900
2,000
1,300
1,500
1,000
2,000
1,500
1,500
1,500
3,000
1,500
1,200
1,000
800
2,000
3,200
3,900
3,900
1,900
1,700
1,500
2,000
1,000
1,700
1,900
1,500
1,500
1,800
1,800
2,000
2,000
1,500
700
2,900
1,000
2,500
2,500
3,000
1,500
3,000
2,500
1,500
1,500
3,000
1,700
3,700
3,700
3,700
1,500
3,000
1,500
1,500
1,200
1,200
4,000
1,000
1,200
2,000
1,200
4,000
4,000
500
500
2,800
2,800
1,700
4,000
2,000
2,000
1,800
1,800
1,500
1,200
4,900
16,200
1,500
2,700
2,000
2,000
1,500
2,500
7,500
1,200
3,000
1,650
3,000
4,800
4,800
8,500
3,500
2,700
1,500
4,900
6,000
1,000
1,000
1,500
1,700
1,000
1,000
5,250
1,050
1,700
1,800
1,600
4,200
1,700
6,800
1,700
1,600
6,800
1,800
1,700
3,200
950
1,500
6,800
1,700
1,800
1,600
4,200
1,050
1,600
2,400
3,500
4,200
5,800
4,800
1,500
1,500
2,300
6,000
1,800
4,500
4,500
2,600
4,800
5,900
4,800
4,800
4,800
4,800
4,800
5,900
2,400
2,400
5,900
6,500
6,500
4,500
4,800
3,500
1,900
4,500
4,500
12,400
9,500
4,800
4,800
4,800
4,800
6,500
6,500
4,700
4,700
4,700
4,500
8,000
6,500
6,500
5,400
5,400
5,400
3,500
1,500
1,600
3,500
3,800
4,000
4,000
4,000
3,500
3,500
1,000
1,000
1,000
1,000
4,500
4,500
5,400
5,400
5,400
5,800
1,000
1,000
1,800
1,800
1,000
4,500
1,500
2,000
1,400
2,000
1,600
2,200
2,200
1,600
1,600
1,700
2,000
1,300
1,600
2,100
2,400
2,400
1,200
3,700
4,000
4,200
4,200
8,800
2,500
5,900
3,800
2,000
2,000
2,000
2,000
2,000
2,000
5,900
3,700
3,700
2,000
3,900
3,900
2,000
2,500
2,500
5,000
5,000
5,000
2,000
1,000
1,000
1,800
2,200
2,400
1,600
1,400
1,700
5,000
1,900
1,500
1,200
1,200
1,200
1,500
900
5,000
2,000
1,700
950
1,200
1,200
2,200
2,500
2,900
1,800
950
1,800
5,000
800
1,800
1,100
1,400
5,000
1,200
1,700
1,200
2,000
2,900
2,900
1,400
2,000
2,200
1,200
1,300
1,400
1,600
1,300
1,300
1,400
2,000
2,500
2,200
2,500
2,500
1,100
1,600
2,000
1,700
5,000
2,500
1,400
2,000
2,500
1,500
2,600
2,600
1,600
2,500
1,600
2,500
1,800
2,600
1,500
6,000
1,000
1,500
1,400
2,200
2,200
2,200
1,200
2,000
2,000
2,200
2,500
2,500
1,700
1,700
1,600
1,500
2,000
2,400
2,400
2,500
2,500
2,700
2,400
1,900
2,200
1,400
1,200
1,000
1,800
1,800
1,000
2,500
2,200
2,200
2,600
1,000
1,800
1,000
1,200
1,200
2,000
1,200
1,800
1,800
1,050
2,500
1,800
1,800
1,800
1,800
2,200
1,800
1,800
2,200
1,500
1,500
1,500
1,800
1,800
2,200
2,000
2,000
1,800
1,800
2,500
1,800
1,800
9,800
9,800
1,800
1,800
2,500
1,500
2,900
1,500
2,200
2,200
1,800
2,000
2,000
1,800
1,800
2,500
2,500
1,800
2,500
2,200
1,800
2,200
2,500
2,500
2,900
1,200
2,000
1,800
2,000
3,000
2,000
1,000
1,000
1,000
1,800
1,800
3,000
3,000
1,500
1,800
2,500
1,800
2,500
1,200
2,200
2,500
2,500
2,500
2,600
1,950
2,500
1,800
1,800
2,500
5,800
7,800
2,500
1,000
4,500
4,500
4,500
4,500
4,300
4,500
4,500
4,300
3,000
3,500
2,700
2,600
4,500
1,550
1,850
3,500
5,300
2,600
5,800
3,500
4,800
4,800
4,000
4,000
4,800
5,500
5,500
3,800
3,800
3,500
4,200
5,700
5,200
5,200
6,900
4,900
4,900
6,000
6,000
3,500
4,300
3,900
850
4,100
3,500
4,100
7,900
4,100
4,100
6,000
5,300
5,400
1,000
22,500
2,100
2,100
1,900
1,900
3,900
1,000
4,000
4,000
6,900
5,100
1,200
1,200
1,000
1,500
1,500
3,000
1,200
1,500
900
1,500
